,tweet,tokens
11700, was she physically threatening the boys or us  was she completely slandering their name  no she wasnt  im honestly not for her saying that shit ya of course  like ya she said it and fucked up  but at least she owned up to it and apologized  but death threats is way out of line ,"['phys', 'threatening', 'boy', 'complet', 'sland', 'nam', 'wasnt', 'im', 'honest', 'say', 'shit', 'ya', 'cours', 'lik', 'ya', 'said', 'fuck', 'least', 'own', 'apolog', 'dea', 'threat', 'way', 'lin']"
11701, This asshole     Lies about Republicans,"['asshol', 'lie', 'republ']"
11702,          Antifa unmasked and up close Hey is that who I think it is    p s  They are SO STUPID no one told them a white raised fist stands for  White Power so Thanks D MBASSES  ,"['antif', 'unmask', 'clos', 'hey', 'think', 'stupid', 'on', 'told', 'whit', 'rais', 'fist', 'stand', 'whit', 'pow', 'thank', 'mba']"
11703,  All part of a plan  by Conservative s Budgets   Even a layperson like me knew that it was exactly what would happen by cutting policing            to ,"['part', 'plan', 'conserv', 'budget', 'ev', 'layperson', 'lik', 'knew', 'exact', 'would', 'hap', 'cut', 'pol']"
11704, Hi  there is your unroll  Thread by     OK  Something very strange is going on  Holton Arms  the exclusive girls school of fraud Blasey       ChristineBlaseyFord  MAGA  See you soon    ,"['hi', 'unrol', 'thread', 'ok', 'someth', 'strange', 'going', 'holton', 'arm', 'exclud', 'girl', 'school', 'fraud', 'blasey', 'christineblaseyford', 'mag', 'see', 'soon']"
11705,  Jason you are better than this  re tweeting click bait  ,"['jason', 'bet', 'tweet', 'click', 'bait']"
11706,   She probably did not think it would get this far  I hope the little sleaze does not go to the hearing and I hope if she does that they will prove what a liar conniving witch she and the rest of the Liberals are ,"['prob', 'think', 'would', 'get', 'far', 'hop', 'littl', 'sleaz', 'go', 'hear', 'hop', 'prov', 'liar', 'con', 'witch', 'rest', 'lib']"
11707,Maga booked with the boys   ,"['mag', 'book', 'boy']"
11708, She is buttering the media up     Guilty   ,"['but', 'med', 'guil']"
11709,  I urge you to stop Facebook from censoring conservatives  ,"['urg', 'stop', 'facebook', 'cens', 'conserv']"
11710, Ellison has done FAR worse and there s hard evidence  Nothing is being done in that matter   MAGA,"['ellison', 'don', 'far', 'wors', 'hard', 'evid', 'noth', 'don', 'mat', 'mag']"
11711, Another sick liberal  ,"['anoth', 'sick', 'lib']"
11712,  Antifa otherwise known as NAZI Brownshirts   I never thought of that comparison before  lol   It ironic that they re the one that call everyone else a  nazi  for disagreeing with anything they say  lol  ,"['antif', 'otherw', 'known', 'naz', 'brownshirt', 'nev', 'thought', 'comparison', 'lol', 'iron', 'on', 'cal', 'everyon', 'els', 'naz', 'disagr', 'anyth', 'say', 'lol']"
11713,  Thanks David  Was always helpful and inspiring when I was a student  He is greatly missed ,"['thank', 'david', 'alway', 'help', 'inspir', 'stud', 'gre', 'miss']"
11714, Americans need to realize they rape and kill easily because of their environment  We absolutely have to close our Borders until proper vetting is implemented ,"['am', 'nee', 'real', 'rap', 'kil', 'easy', 'environ', 'absolv', 'clos', 'bord', 'prop', 'vet', 'impl']"
11715, Same with gun control  CHL hiders don t commit gun crimes  Same laws with pit bulls ,"['gun', 'control', 'chl', 'hid', 'commit', 'gun', 'crim', 'law', 'pit', 'bul']"
11716,                  Hello dear sweet Carreen   I great  I hope you are too and that you have a beautiful day,"['hello', 'dear', 'sweet', 'carreen', 'gre', 'hop', 'beauty', 'day']"
11717,   Yes   she is,['ye']
11718, how long will it take for one of the biggest arsehole to appear this millennium  get humiliated and exposed for the corrupt fake lying toad that he is  ,"['long', 'tak', 'on', 'biggest', 'arsehol', 'appear', 'millenn', 'get', 'humy', 'expos', 'corrupt', 'fak', 'lying', 'toad']"
11719,   The bad  amp  the good are both part of US history  Excluding painful memories will not change the truth of what we have gone through  What important is to learn from history so it wo repeat  Changing the facts would be akin to Antifa tearing down statues to erase the past ,"['bad', 'amp', 'good', 'part', 'hist', 'exclud', 'pain', 'mem', 'chang', 'tru', 'gon', 'import', 'learn', 'hist', 'wo', 'rep', 'chang', 'fact', 'would', 'akin', 'antif', 'tear', 'statu', 'eras', 'past']"
11720,     Let s keep the same energy when talking about gun control after a mass shooting,"['let', 'keep', 'energy', 'talk', 'gun', 'control', 'mass', 'shoot']"
11721, So fuckinggg cute  ,"['fuckingg', 'cut']"
11722,   Dam girl you have awesome boobs I bet you are a very sexy MILF,"['dam', 'girl', 'awesom', 'boob', 'bet', 'sexy', 'milf']"
11723, About Time     ,['tim']
11724,   How convenient a conservative dummy believes people are selectively unemployed Conservatives always try to use this type of propaganda  No facts Just their warped conservative beliefs  It s very clear Many conservatives like  don t have the ability to learn or think,"['conveny', 'conserv', 'dummy', 'believ', 'peopl', 'select', 'unemploy', 'conserv', 'alway', 'try', 'us', 'typ', 'propagand', 'fact', 'warp', 'conserv', 'believ', 'clear', 'many', 'conserv', 'lik', 'abl', 'learn', 'think']"
11725, Absolutely NOT    should stop  TheDreamAct immediately   BuildThatWall  EndDaca,"['absolv', 'stop', 'thedreamact', 'immedy', 'buildthatwal', 'enddac']"
11726,            You are welcome  ,['welcom']
11727,Keep your mind open   conservatives  republican  MAGA  Shadowbanning  AmericaFirst  Trump  Patriot         WalkAway  WalkAwayFromDemocrats  FakeNews       ,"['keep', 'mind', 'op', 'conserv', 'republ', 'mag', 'shadowban', 'americafirst', 'trump', 'patriot', 'walkaway', 'walkawayfromdemocr', 'fakenew']"
11728, Carrey is truly mentally ill   He s completely disturbed with no concept of reality ,"['carrey', 'tru', 'ment', 'il', 'complet', 'disturb', 'conceiv', 'real']"
11729, I ca wait for Kavanaugh to throw gun control in the garbage can where it belongs ,"['ca', 'wait', 'kavanaugh', 'throw', 'gun', 'control', 'garb', 'belong']"
11730,  Oh Yes  He is a coward ,"['oh', 'ye', 'coward']"
11731,  But we can do better  As evidenced by the Giffords Law Center study on Gun Control versus Gun Deaths   ,"['bet', 'evid', 'gifford', 'law', 'cent', 'study', 'gun', 'control', 'vers', 'gun', 'dea']"
11732, Bye bye Flake you Flake  Don t let the Senate door hit you in the behind on your way out     ,"['bye', 'bye', 'flak', 'flak', 'let', 'sen', 'door', 'hit', 'behind', 'way']"
11733, Why isn t she is custody   I understand she cannot be in general population but she should be in custody and in some sort of holding cell ,"['custody', 'understand', 'gen', 'pop', 'custody', 'sort', 'hold', 'cel']"
11734, Aw  He is so sweet  Sharing food is significant  How rude  Did they eat well  No ,"['aw', 'sweet', 'shar', 'food', 'sign', 'rud', 'eat', 'wel']"
11735,           A fad is a fad,"['fad', 'fad']"
11736,The  beautiful people  still don t get it  Shameful  keep digging   Dregs of society  support Donald Trump           MAGA  via ,"['beauty', 'peopl', 'stil', 'get', 'sham', 'keep', 'dig', 'dreg', 'socy', 'support', 'donald', 'trump', 'mag', 'via']"
11737, listening to your show yesterday morning on DFLA an obvious  yet completely missed  thing jumped out at me  False flags  First thing antifa types do is post inflammatory stuff on websites and then report it as proof of racism ,"['list', 'show', 'yesterday', 'morn', 'dfla', 'obvy', 'yet', 'complet', 'miss', 'thing', 'jump', 'fals', 'flag', 'first', 'thing', 'antif', 'typ', 'post', 'inflam', 'stuff', 'websit', 'report', 'proof', 'rac']"
11738,      Liberal from the top down,"['lib', 'top']"
11739, Be patient with us we have autism  Cap  ,"['paty', 'aut', 'cap']"
11740,   Non Union Submissions    Alex is currently taking submissions for a show working tomorrow in Long Beach  She is looking for MALES who appear to be African American or Hispanic looking and can portray    ,"['non', 'un', 'submit', 'alex', 'cur', 'tak', 'submit', 'show', 'work', 'tomorrow', 'long', 'beach', 'look', 'mal', 'appear', 'afr', 'am', 'hisp', 'look', 'portray']"
11741,  We don t support gun control in Texas   So long Beto ,"['support', 'gun', 'control', 'texa', 'long', 'beto']"
11742,  I hope whoever gets seated   kick and cry all you want  someone WILL get seated   they re a liberals worst nightmare  Everyone can look back and say we really fucked ourselves by not confirming    Do act like you are protesting Kavanaugh  you are still protesting Trump win  ,"['hop', 'whoev', 'get', 'seat', 'kick', 'cry', 'want', 'someon', 'get', 'seat', 'lib', 'worst', 'nightm', 'everyon', 'look', 'back', 'say', 'real', 'fuck', 'confirm', 'act', 'lik', 'protest', 'kavanaugh', 'stil', 'protest', 'trump', 'win']"
11743, Bit thanks for your concern    he is a competitor that wants the world as his oyster    wants to play and try as many sports as possible   ,"['bit', 'thank', 'concern', 'competit', 'want', 'world', 'oyst', 'want', 'play', 'try', 'many', 'sport', 'poss']"
11744, I thought that I could not dislike anyone more than your father but I was wrong   You are even more PATHETIC than he is   Your children must be so proud to have a father who behaves like you   Tick tock       MuellerIsComingForYouToo  PatheticLittleManJr,"['thought', 'could', 'dislik', 'anyon', 'fath', 'wrong', 'ev', 'pathet', 'child', 'must', 'proud', 'fath', 'behav', 'lik', 'tick', 'tock', 'muelleriscomingforyoutoo', 'patheticlittlemanjr']"
11745, While for Republicans there no difference in   of AGW belief between PhDs and college freshmen because conservatives are more open minded people who are able to question consensus  plus tend to get degrees in more practical fields like eng  instead of airy fairy artsy BS ,"['republ', 'diff', 'agw', 'believ', 'phd', 'colleg', 'freshm', 'conserv', 'op', 'mind', 'peopl', 'abl', 'quest', 'consens', 'plu', 'tend', 'get', 'degr', 'pract', 'field', 'lik', 'eng', 'instead', 'airy', 'fairy', 'artsy']"
11746,  She s NOT claiming rape  And FBI does NOT have jurisdiction  The day said they won t do it more than once He s had   FBI background checks if there was anything they would ve found it Also HOW do you investigate something when complainant doesn t even know WHEN or WHERE   MAGA,"['claim', 'rap', 'fbi', 'jurisdict', 'day', 'said', 'fbi', 'background', 'check', 'anyth', 'would', 'found', 'also', 'investig', 'someth', 'complain', 'ev', 'know', 'mag']"
11747,   The historic moniker for the Tories is The Stupid Party    American conservatives test out with lower average intelligence than liberals ,"['hist', 'monik', 'tory', 'stupid', 'party', 'am', 'conserv', 'test', 'low', 'av', 'intellig', 'lib']"
11748,  A national treasure she is      ,"['nat', 'treas']"
11749, If you stand up for what right  The Conservatives were mad one of there crossed but it ok for a Liberal  That double faced ,"['stand', 'right', 'conserv', 'mad', 'on', 'cross', 'ok', 'lib', 'doubl', 'fac']"
11750, Proud  Shit is fire no matter what weather you re in  No matter if your house temperature is high or low  Everyone s just too pussy to get in the water for   min  Cuz after that you get used to the temp,"['proud', 'shit', 'fir', 'mat', 'weath', 'mat', 'hous', 'temp', 'high', 'low', 'everyon', 'pussy', 'get', 'wat', 'min', 'cuz', 'get', 'us', 'temp']"
11751,    Oh God  This hurts my brain  No one can libel anybody  Internet companies can control thier content in any way they want  But claiming Twitter is libeling Jones is an entirely separate issue from the bullshit censorship claim    Just   work it out before you tweet ,"['oh', 'god', 'hurt', 'brain', 'on', 'libel', 'anybody', 'internet', 'company', 'control', 'thi', 'cont', 'way', 'want', 'claim', 'twit', 'libel', 'jon', 'entir', 'sep', 'issu', 'bullshit', 'cens', 'claim', 'work', 'tweet']"
11752, did you watch the music video for jackets hrgggg i love hank dumb ass,"['watch', 'mus', 'video', 'jacket', 'hrgggg', 'lov', 'hank', 'dumb', 'as']"
11753, i feel like his face will never change  he is right in the middle of our mom and his dad ,"['feel', 'lik', 'fac', 'nev', 'chang', 'right', 'middl', 'mom', 'dad']"
11754, You Conservatives want to talk about scandals   Really   Let s get started  If you have the balls  Let s get busy you chickens ,"['conserv', 'want', 'talk', 'scand', 'real', 'let', 'get', 'start', 'bal', 'let', 'get', 'busy', 'chick']"
11755, He is so cute,['cut']
11756, She is perfect,['perfect']
11757,          He knows nothing about gun control  Says who ,"['know', 'noth', 'gun', 'control', 'say']"
11758,              California needs this man in the worst way   The liberals have almost destroyed that state ,"['californ', 'nee', 'man', 'worst', 'way', 'lib', 'almost', 'destroy', 'stat']"
11759, That awesome ,['awesom']
11760, Westminster   Tories    Brexit         MurderRate  London What a facking Khant     ,"['westminst', 'tory', 'brexit', 'murder', 'london', 'fack', 'khant']"
11761, you know Scott does not care about gun control  He has done nothing to help our children fight For gun valance stoppage in America  Vote to help our kids in school  Vote DEM  Trump lied to them with him  ,"['know', 'scot', 'car', 'gun', 'control', 'don', 'noth', 'help', 'child', 'fight', 'gun', 'val', 'stop', 'americ', 'vot', 'help', 'kid', 'school', 'vot', 'dem', 'trump', 'lied']"
11762,  School misconduct allegations  That sounds like he was chewing gum in class  I think he is being accused of much more than  misconduct ,"['school', 'misconduc', 'alleg', 'sound', 'lik', 'chew', 'gum', 'class', 'think', 'accus', 'much', 'misconduc']"
11763,   I smarter than he is  I would be fine  he can punch me all he wants and it would work    And by the way this wealthy New Yorker actually earned his money it was a gift from Daddy    Jamie Dimon    JPM ,"['smart', 'would', 'fin', 'punch', 'want', 'would', 'work', 'way', 'wealthy', 'new', 'york', 'act', 'earn', 'money', 'gift', 'daddy', 'jamy', 'dimon', 'jpm']"
11764,  Could WE get some honest Law enforcement agencies to dig into  Chinese Spy chauffeur  He may have been sexual assualted in High school   Funny how an American citizen did qualify for the job   VOTE  MAGA ,"['could', 'get', 'honest', 'law', 'enforc', 'ag', 'dig', 'chines', 'spy', 'chauff', 'may', 'sex', 'assualt', 'high', 'school', 'funny', 'am', 'cit', 'qual', 'job', 'vot', 'mag']"
